,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,deposit
9235,57,0,0,1,1218,1,0,18,6,317,6,-1,0,0
9236,30,2,2,0,789,1,0,12,4,356,1,-1,0,0
9237,31,0,0,1,859,1,1,4,7,182,3,-1,0,0
9238,33,2,0,0,0,0,0,25,7,296,8,-1,0,0
9239,33,1,0,2,3868,1,0,2,5,445,1,-1,0,0
9240,53,0,0,1,232,1,0,29,0,32,1,-1,0,0
9241,38,1,2,0,1686,1,0,19,5,9,28,-1,0,0
9242,60,1,0,2,29184,0,0,15,5,94,2,-1,0,0
9243,36,2,1,0,144,0,0,26,4,87,1,308,2,0
9244,27,4,1,0,194,1,0,16,4,326,1,-1,0,0
9245,32,8,1,1,7641,1,1,21,10,39,10,-1,0,0
9246,45,1,0,2,351,1,0,19,5,66,1,-1,0,0
9247,28,0,1,1,150,1,0,8,4,491,1,-1,0,0
9248,57,5,0,2,1532,0,0,6,1,286,3,-1,0,0
9249,37,6,0,0,1549,1,0,20,5,161,7,-1,0,0
9250,47,0,0,1,1057,0,0,4,7,488,2,-1,0,0
9251,35,0,0,0,839,1,0,23,4,50,3,-1,0,0
9252,32,1,2,0,880,1,1,4,5,112,1,-1,0,0
9253,41,3,1,0,4464,1,0,21,6,1425,2,-1,0,0
9254,35,2,0,1,6,1,0,18,10,47,1,-1,0,0
9255,26,2,1,0,0,0,1,30,6,65,26,-1,0,0
9256,47,2,2,1,694,1,0,11,4,1001,4,-1,0,0
9257,36,1,0,0,153,1,0,8,4,263,1,171,2,0
9258,46,0,0,1,110,1,1,20,7,243,5,-1,0,0
9259,30,0,1,1,640,0,0,6,1,124,4,213,2,0
9260,44,1,0,0,3060,1,0,20,10,113,1,189,2,0
9261,47,2,2,0,2836,0,1,14,7,10,2,-1,0,0
9262,49,1,0,0,1127,1,1,17,3,162,2,281,1,0
9263,55,2,0,1,11,0,0,21,7,588,2,-1,0,0
9265,28,4,0,0,222,1,0,29,4,101,23,-1,0,0
9266,34,3,2,0,627,1,0,7,4,283,2,-1,0,0
9267,55,0,0,1,5010,0,0,18,10,530,1,-1,0,0
9269,38,0,2,1,155,1,0,20,5,25,26,-1,0,0
9270,43,4,0,0,2478,1,0,28,0,347,1,230,1,0
9271,55,0,2,1,668,0,0,28,7,25,6,-1,0,0
9272,30,1,0,2,35,1,0,11,6,366,2,-1,0,0
9273,48,1,0,2,3304,0,0,11,5,409,3,-1,0,0
9274,30,1,0,0,0,1,0,26,4,30,1,-1,0,0
9275,58,10,0,2,237,0,0,18,6,200,3,-1,0,0
9277,35,2,1,0,-54,1,0,30,4,70,2,-1,0,0
9278,41,1,0,0,0,0,0,5,5,85,2,-1,0,0
9279,32,2,0,1,240,1,1,14,6,86,3,-1,0,0
9280,48,2,0,0,759,1,0,28,6,84,5,-1,0,0
9282,43,0,0,1,1379,1,0,27,4,383,3,-1,0,0
9285,29,0,1,1,119,1,0,28,4,136,2,-1,0,0
9286,31,2,0,0,450,0,1,20,10,111,2,129,4,0
9287,36,3,0,0,746,1,0,17,10,581,3,-1,0,0
9288,46,6,1,2,2032,0,0,30,6,424,2,-1,0,0
9289,37,0,0,1,636,0,1,5,5,338,2,-1,0,0
9290,48,2,0,0,-938,1,0,7,4,134,1,344,2,0
9291,31,0,1,1,2007,1,0,20,4,253,1,-1,0,0
9292,39,1,2,0,33,0,0,29,0,593,4,-1,0,0
9294,39,10,0,0,1444,0,0,19,10,100,1,117,8,0
9295,55,0,0,1,42,1,0,11,4,386,2,-1,0,0
9296,54,5,0,0,522,0,1,14,6,81,3,-1,0,0
9297,32,10,0,0,0,0,0,21,7,435,2,-1,0,0
9298,37,1,0,0,3884,1,0,20,3,28,5,-1,0,0
9299,36,4,0,0,472,1,0,19,5,1017,1,-1,0,0
9300,60,5,0,0,2060,0,0,26,2,454,1,88,3,0
9301,25,4,1,0,628,0,0,8,6,266,1,-1,0,0
9302,50,0,0,1,398,0,0,30,6,1567,5,-1,0,0
9303,59,5,0,0,417,1,0,7,4,476,2,-1,0,0
9304,58,7,0,0,610,1,0,29,6,246,2,-1,0,0
9305,49,2,1,1,2585,0,0,11,5,64,1,-1,0,0
9306,47,2,0,0,321,1,1,4,6,111,1,-1,0,0
9307,38,4,0,2,0,1,0,17,10,960,2,-1,0,0
9308,32,0,1,1,4,0,0,29,0,181,1,-1,0,0
9310,50,2,0,0,892,1,1,15,4,234,1,-1,0,0
9311,35,0,1,1,0,0,1,14,7,370,4,-1,0,0
9312,47,3,0,0,1387,1,0,14,9,158,1,826,1,0
9313,27,3,1,0,454,0,1,15,6,331,2,-1,0,0
9314,48,10,1,0,71,0,0,28,7,97,3,-1,0,0
9315,40,1,0,2,-35,1,0,18,4,194,3,-1,0,0
9316,35,6,0,0,2251,0,0,19,7,151,8,-1,0,0
9317,39,10,0,2,2460,0,0,11,6,194,3,-1,0,0
9318,34,1,0,0,34,0,0,30,0,379,1,-1,0,0
9319,36,3,1,0,1281,0,0,24,6,119,2,-1,0,0
9320,56,1,2,2,3021,0,0,9,5,419,2,-1,0,0
9321,30,2,0,1,141,0,0,29,0,166,2,-1,0,0
9322,51,1,0,0,500,0,0,14,4,471,1,-1,0,0
9323,41,1,0,0,1459,0,0,5,5,82,1,-1,0,0
9324,35,3,0,0,-244,1,1,6,4,118,1,-1,0,0
9325,53,0,0,1,1356,1,0,9,10,371,2,96,4,0
9326,25,1,1,2,-289,1,0,13,4,56,2,-1,0,0
9327,34,0,1,1,1396,1,0,17,6,630,1,-1,0,0
9328,29,4,1,0,9,0,1,8,6,202,2,-1,0,0
9329,33,4,0,0,70,1,0,21,6,333,3,-1,0,0
9330,43,3,0,0,877,1,0,2,1,135,1,-1,0,0
9331,47,1,0,2,113,1,0,13,4,276,1,-1,0,0
9332,35,3,1,0,368,1,0,16,4,218,3,-1,0,0
9333,49,8,0,0,89,1,0,12,4,351,1,-1,0,0
9334,41,4,0,2,450,1,0,14,4,374,2,-1,0,0
9336,44,1,0,0,1397,0,0,20,10,326,1,-1,0,0
9337,32,4,1,0,310,1,0,6,4,144,1,-1,0,0
9338,27,6,1,1,270,1,0,27,4,470,2,-1,0,0
9339,53,2,0,0,65,0,0,25,10,99,1,92,2,0
9340,55,3,0,0,865,1,0,8,6,105,1,82,2,0
9341,60,5,0,0,7,0,1,18,7,87,5,-1,0,0
9342,27,0,1,0,145,1,0,5,4,121,4,89,3,0
9343,58,6,0,1,327,0,1,14,6,145,2,-1,0,0
9344,42,1,0,0,429,1,0,18,4,110,1,370,1,0
9345,31,4,0,0,1167,1,1,20,10,279,1,-1,0,0
9346,30,0,1,1,2995,1,0,18,10,329,1,-1,0,0
9347,32,0,1,1,974,1,0,3,5,228,1,-1,0,0
9348,56,6,0,0,784,0,1,30,6,149,2,-1,0,0
9349,57,5,2,0,316,0,0,28,0,935,2,-1,0,0
9350,57,0,0,1,0,1,0,21,10,67,1,-1,0,0
9351,39,2,0,0,211,0,0,6,1,53,2,-1,0,0
9352,37,1,0,0,342,1,0,12,4,340,2,175,1,0
9353,32,0,0,1,628,0,0,30,3,280,1,-1,0,0
9354,41,1,0,0,0,1,0,1,3,625,2,-1,0,0
9355,49,7,0,0,769,1,0,14,4,257,1,-1,0,0
9356,36,1,2,0,2278,1,0,23,4,152,2,-1,0,0
9357,58,5,0,2,1351,1,0,17,3,392,3,-1,0,0
9359,33,4,0,0,1082,1,1,19,10,351,1,-1,0,0
9360,31,0,1,1,5691,1,0,21,6,357,1,-1,0,0
9361,46,1,2,2,916,1,0,11,4,472,2,-1,0,0
9362,42,7,2,0,325,1,0,28,4,97,4,-1,0,0
9363,46,3,0,0,0,1,1,20,3,239,2,259,2,0
9364,47,0,0,1,2475,1,0,20,10,1476,4,-1,0,0
9365,42,6,0,2,3717,0,0,20,5,235,1,-1,0,0
9366,53,8,0,0,288,0,0,6,4,69,1,-1,0,0
9367,31,3,0,0,1130,1,0,23,6,236,5,-1,0,0
9368,39,1,0,2,2715,1,0,2,5,201,3,-1,0,0
9369,57,1,0,2,23,1,0,31,6,25,8,-1,0,0
9370,29,1,1,0,0,0,0,6,1,437,2,-1,0,0
9371,32,1,1,0,-84,1,0,11,4,426,1,-1,0,0
9372,38,6,0,0,290,1,0,20,4,369,1,-1,0,0
9373,34,6,1,1,36,0,0,28,0,55,1,-1,0,0
9374,35,3,0,0,-488,1,0,2,5,97,4,-1,0,0
9375,55,1,0,0,-473,1,0,26,4,233,1,-1,0,0
9376,42,0,0,1,1272,1,0,5,4,117,1,169,1,0
9377,32,0,0,0,0,0,0,20,7,162,4,-1,0,0
9378,50,0,2,2,-6,1,0,19,4,92,2,-1,0,0
9379,56,3,0,0,510,1,0,10,6,288,1,-1,0,0
9380,36,2,1,0,818,1,1,19,7,96,4,-1,0,0
9381,49,0,0,0,543,1,0,20,4,213,3,-1,0,0
9382,48,0,0,1,7867,1,1,30,4,306,3,-1,0,0
9383,32,2,1,1,1212,1,0,23,4,463,2,-1,0,0
9384,35,0,0,0,533,0,0,6,7,221,12,-1,0,0
9385,48,0,0,1,291,1,0,23,6,350,2,-1,0,0
9386,40,4,1,0,573,1,0,14,4,329,1,-1,0,0
9387,55,5,0,0,1279,1,0,13,4,446,3,357,8,0
9388,50,1,0,2,280,1,0,18,5,61,23,-1,0,0
9390,26,1,1,0,658,0,1,23,6,34,4,-1,0,0
9391,34,2,0,0,2019,1,1,27,5,102,1,-1,0,0
9392,45,0,0,1,22815,0,0,26,7,653,8,-1,0,0
9393,44,8,0,0,887,1,0,17,3,519,1,14,2,0
9394,34,0,0,1,303,1,0,29,0,50,1,195,2,0
9395,39,4,1,0,326,1,0,27,4,115,1,-1,0,0
9396,31,0,1,0,453,1,0,9,4,384,2,-1,0,0
9397,27,0,1,1,0,0,1,8,6,46,1,-1,0,0
9398,41,0,0,1,4063,1,0,12,4,14,5,172,2,0
9399,45,2,0,0,2403,0,0,21,10,207,1,-1,0,0
9400,28,4,1,0,123,1,0,6,4,115,1,359,3,0
9401,39,7,0,0,270,1,0,3,5,116,1,-1,0,0
9402,31,2,1,1,424,0,0,29,0,106,1,161,2,0
9403,31,0,0,1,1230,1,0,27,4,290,4,-1,0,0
9404,31,3,1,0,387,1,0,13,4,228,2,370,1,0
9405,35,2,1,2,744,1,0,7,3,1096,1,-1,0,0
9406,32,2,1,1,696,0,1,13,7,101,4,105,4,0
9407,49,0,0,1,4594,0,0,11,7,157,3,-1,0,0
9408,42,8,0,0,1002,0,0,20,5,109,3,-1,0,0
9409,31,0,1,1,-173,1,0,6,4,396,2,-1,0,0
9410,35,4,1,0,1239,1,0,5,4,60,2,347,1,0
9411,31,2,1,0,354,0,1,22,7,186,2,-1,0,0
9412,45,3,1,0,375,0,1,22,8,10,1,594,6,0
9413,24,1,1,0,3,1,0,15,4,311,1,-1,0,0
9414,49,6,2,0,6116,1,0,21,10,43,1,-1,0,0
9415,36,6,0,1,4515,1,0,17,5,408,2,-1,0,0
9416,28,1,1,1,727,1,0,6,5,144,4,-1,0,0
9417,54,5,0,0,3846,1,1,19,5,216,2,-1,0,0
9418,27,1,1,2,1128,1,0,30,5,88,4,-1,0,0
9419,34,0,2,1,1173,0,1,18,6,93,1,-1,0,0
9420,40,0,1,1,27,0,0,27,7,165,6,-1,0,0
9421,32,3,1,1,328,1,1,26,5,271,1,-1,0,0
9422,41,3,0,0,0,1,0,17,10,595,2,-1,0,0
9423,38,4,1,2,-87,1,0,13,4,531,1,-1,0,0
9424,35,3,1,0,2830,0,0,20,5,22,12,-1,0,0
9425,31,2,0,0,4,0,0,20,4,199,4,-1,0,0
9426,47,8,0,0,0,0,0,19,5,563,2,-1,0,0
9427,41,3,0,0,80,0,0,19,10,202,1,-1,0,0
9428,29,3,1,0,2768,1,0,2,5,121,4,-1,0,0
9429,33,0,0,1,5,1,0,7,7,12,1,-1,0,0
9430,89,5,0,1,553,0,0,19,7,2027,5,-1,0,0
9431,54,1,0,0,-102,1,0,27,7,164,7,-1,0,0
9432,72,5,0,2,2079,0,0,13,7,100,1,191,3,0
9433,29,1,0,0,1,1,0,6,4,215,1,-1,0,0
9434,41,1,0,0,598,1,0,12,4,69,3,364,11,0
9435,39,10,0,2,34,1,0,14,6,377,3,-1,0,0
9436,41,4,2,0,-19,1,0,19,4,201,1,-1,0,0
9437,31,1,0,2,292,1,1,30,4,30,18,-1,0,0
9438,32,4,0,0,144,1,0,19,4,260,11,-1,0,0
9439,52,3,0,0,1113,0,1,8,6,83,1,-1,0,0
9440,41,8,0,1,121,1,0,5,4,456,1,287,1,0
9441,45,0,0,1,904,1,1,20,5,14,9,-1,0,0
9442,29,3,1,0,-498,1,0,2,1,99,3,227,14,0
9443,32,3,0,1,0,1,0,5,4,138,1,-1,0,0
9444,35,1,0,0,67,0,0,20,4,60,6,-1,0,0
9445,54,2,0,0,3967,0,1,29,6,90,3,-1,0,0
9446,41,6,0,0,305,1,0,13,4,174,2,-1,0,0
9447,42,1,0,2,260,1,0,31,6,175,2,-1,0,0
9448,59,0,2,1,258,1,0,20,3,33,1,173,1,0
9449,58,5,0,2,0,0,0,4,7,506,1,-1,0,0
9450,32,4,1,0,72,0,0,28,6,88,9,-1,0,0
9451,56,2,1,2,145,1,0,6,1,124,2,9,2,0
9452,50,0,2,1,2564,1,0,21,10,124,4,113,8,0
9453,45,4,0,2,7811,0,0,16,5,143,2,-1,0,0
9454,59,5,0,0,5744,0,0,18,5,632,1,-1,0,0
9455,47,1,0,2,673,1,1,6,5,118,4,-1,0,0
9456,54,0,1,0,602,0,0,30,6,101,2,-1,0,0
9457,40,4,0,0,9374,1,0,21,10,7,8,185,1,0
9458,37,0,0,1,5016,0,0,8,7,119,1,-1,0,0
9459,29,1,0,0,508,1,1,19,5,262,5,-1,0,0
9460,36,1,0,2,156,1,0,21,10,219,2,-1,0,0
9461,33,0,0,1,0,1,0,9,6,310,1,-1,0,0
9462,32,0,2,1,12,0,0,17,6,321,1,-1,0,0
9463,53,2,0,0,7984,1,0,2,1,151,1,-1,0,0
9464,33,4,0,0,255,1,1,21,10,588,2,184,2,0
9465,36,3,0,1,211,1,0,5,4,146,2,-1,0,0
9466,43,7,2,0,1854,0,0,13,10,131,2,197,1,0
9467,45,6,0,1,-497,1,1,15,4,217,1,176,1,0
9468,52,4,0,0,431,0,0,26,7,73,17,-1,0,0
9469,48,1,2,0,-314,1,0,18,4,7,5,-1,0,0
9470,40,0,0,1,552,0,0,28,6,761,8,-1,0,0
9471,31,2,0,0,465,1,0,12,4,259,3,-1,0,0
9472,34,4,1,0,544,1,0,27,4,257,2,-1,0,0
9473,54,1,0,2,-636,1,0,30,4,324,3,-1,0,0
9474,40,0,0,1,7780,0,0,4,4,364,1,355,1,0
9475,55,7,1,2,274,0,0,9,1,7,5,-1,0,0
9476,33,0,0,1,1148,0,0,19,10,299,1,-1,0,0
9477,50,0,0,1,67,0,1,20,5,156,3,-1,0,0
9478,59,5,2,0,914,0,0,28,0,192,1,-1,0,0
9479,40,4,0,0,1293,1,0,13,3,128,3,-1,0,0
9480,45,3,0,0,111,1,0,11,7,173,1,-1,0,0
9481,32,0,0,1,937,0,0,28,7,90,1,94,2,0
9483,58,1,0,0,1457,1,0,8,6,144,4,-1,0,0
9484,38,0,0,1,1617,1,0,16,3,691,1,-1,0,0
9485,57,2,0,0,29207,1,0,21,10,232,2,-1,0,0
9486,31,1,0,0,812,1,0,23,8,245,1,-1,0,0
9487,69,5,0,2,324,0,0,12,7,875,1,189,4,0
9488,26,3,1,0,1327,0,0,30,2,171,4,-1,0,0
9489,30,3,0,0,482,0,0,23,3,86,1,-1,0,0
9490,49,1,0,0,134,1,1,27,4,265,2,-1,0,0
9491,36,1,0,2,347,0,0,4,1,167,2,-1,0,0
9492,37,2,0,0,1824,1,0,3,6,112,2,324,2,0
9493,55,1,2,2,410,0,1,11,6,221,2,-1,0,0
9494,36,0,1,1,-38,1,0,14,4,784,1,-1,0,0
9495,31,6,0,0,581,1,0,13,9,845,1,152,6,0
9496,30,2,2,0,3100,1,0,21,4,154,4,-1,0,0
9497,36,4,0,0,0,1,1,15,6,201,4,-1,0,0
9498,50,6,0,0,1138,0,0,14,7,219,10,-1,0,0
9500,39,4,0,0,304,1,1,9,4,323,1,-1,0,0
9501,31,2,0,1,313,1,0,27,7,114,2,-1,0,0
9502,49,1,0,2,1898,0,0,21,7,159,1,-1,0,0
9503,35,4,0,0,142,1,0,20,10,315,2,196,4,0
9504,45,1,0,2,4696,0,0,17,5,99,1,-1,0,0
9505,30,0,1,0,135,0,0,14,7,112,2,-1,0,0
9506,47,6,0,2,574,1,0,20,10,137,5,-1,0,0
9507,37,1,0,2,1322,1,0,21,10,14,8,185,1,0
9508,35,2,0,1,703,0,0,20,3,169,1,-1,0,0
9509,41,0,1,1,0,0,0,7,7,91,2,-1,0,0
9510,35,7,0,0,1,1,0,28,6,173,8,-1,0,0
9511,60,5,0,2,55,0,0,4,5,207,1,-1,0,0
9512,58,2,0,0,786,1,0,7,4,165,3,-1,0,0
9513,28,0,0,1,22,1,0,31,6,59,3,-1,0,0
9514,57,7,0,0,890,0,0,5,1,343,4,-1,0,0
9515,35,0,0,1,451,1,0,17,3,220,6,-1,0,0
9516,54,3,0,1,59,1,0,10,6,268,1,-1,0,0
9517,31,0,1,1,15,0,0,11,7,119,2,-1,0,0
9518,32,1,1,0,15341,0,0,21,4,738,3,-1,0,0
9519,56,3,1,0,-273,0,0,8,6,119,2,-1,0,0
9520,35,6,0,1,28,0,1,8,6,259,1,-1,0,0
9521,33,1,0,0,58,0,0,16,4,144,2,-1,0,0
9522,50,2,0,0,103,1,0,3,1,109,4,267,6,0
9523,46,0,1,0,244,1,0,15,4,244,1,-1,0,0
9524,35,4,0,0,0,0,0,9,5,115,4,-1,0,0
9525,49,3,0,0,880,1,1,18,4,22,3,-1,0,0
9526,56,0,2,1,-141,0,0,28,6,101,4,-1,0,0
9527,33,1,1,2,447,1,0,9,4,180,2,-1,0,0
9528,37,8,0,2,62,0,0,31,6,404,2,-1,0,0
9529,30,1,1,0,148,0,0,2,3,206,1,-1,0,0
9530,34,3,1,0,79,1,0,28,6,219,3,-1,0,0
9531,29,1,1,0,9,1,0,11,4,262,3,-1,0,0
9532,32,0,0,1,578,0,1,22,6,29,2,-1,0,0
9533,29,1,0,2,-382,1,0,28,6,35,2,-1,0,0
9534,50,1,0,2,888,0,1,10,6,160,3,-1,0,0
9535,58,2,1,0,382,0,0,13,7,460,2,-1,0,0
9536,30,0,0,1,1390,0,0,20,7,552,4,-1,0,0
9537,52,8,0,2,-104,0,1,10,6,124,1,-1,0,0
9538,39,0,0,1,22,1,0,2,5,493,1,-1,0,0
9539,43,2,2,0,-36,1,0,17,10,190,1,104,1,0
9540,51,2,0,0,130,0,0,22,7,547,3,-1,0,0
9541,38,3,1,0,77,0,0,20,10,441,4,-1,0,0
9542,30,6,1,0,1031,0,0,20,9,7,1,-1,0,0
9543,52,0,2,2,92,0,1,16,6,469,7,-1,0,0
9544,40,2,0,1,1063,1,1,19,7,264,2,-1,0,0
9545,37,2,0,0,0,1,1,15,6,101,3,-1,0,0
9546,30,1,0,0,282,1,1,23,4,148,2,-1,0,0
9547,51,0,0,1,1394,1,0,5,7,115,1,-1,0,0
9548,27,2,1,0,16,0,0,19,4,193,1,-1,0,0
9549,35,1,0,0,975,1,0,16,6,102,1,-1,0,0
9550,47,3,0,1,12276,0,0,20,5,77,5,-1,0,0
9551,29,1,0,0,313,1,0,20,3,172,2,343,3,0
9552,52,3,0,0,1648,1,0,19,10,172,3,-1,0,0
9553,43,3,1,0,6,0,0,4,1,58,1,264,1,0
9554,31,1,0,2,1127,1,0,13,4,43,1,349,1,0
9555,54,1,0,0,1070,0,0,18,10,373,4,-1,0,0
9556,59,10,0,0,1040,0,0,5,7,123,2,-1,0,0
9557,51,1,0,0,50,1,1,6,4,121,1,-1,0,0
9558,32,0,0,1,62,1,0,13,10,45,1,-1,0,0
9559,42,1,0,0,-755,1,1,2,5,312,1,-1,0,0
9560,46,1,0,0,4707,1,0,23,4,93,8,-1,0,0
9561,30,2,1,0,925,0,0,20,10,240,1,-1,0,0
9562,42,0,2,2,0,1,0,19,10,73,5,-1,0,0
9563,39,1,0,2,867,1,0,7,4,481,1,-1,0,0
9564,31,0,1,1,-201,1,0,22,7,81,4,-1,0,0
9565,35,1,0,0,120,1,0,28,4,245,2,-1,0,0
9566,34,3,0,0,61,0,1,5,4,21,1,-1,0,0
9567,42,2,2,0,0,1,0,28,4,471,2,-1,0,0
9568,57,0,0,2,687,1,1,21,6,107,3,-1,0,0
9569,38,0,1,1,38,0,0,20,7,105,2,-1,0,0
9570,29,1,1,0,2806,0,0,15,9,294,1,93,5,0
9571,46,0,0,0,-27,1,0,6,4,289,1,-1,0,0
9572,48,0,0,1,2498,0,0,14,7,98,2,-1,0,0
9573,33,2,0,0,390,0,0,13,7,460,2,-1,0,0
9574,59,3,1,0,-423,1,1,20,3,84,1,-1,0,0
9575,23,2,1,0,1587,1,1,14,4,502,2,-1,0,0
9576,37,1,0,0,288,1,0,5,4,159,6,-1,0,0
9577,40,2,1,0,822,1,1,29,0,155,2,245,3,0
9578,44,1,2,0,-222,1,0,27,4,112,3,-1,0,0
9579,37,1,1,0,197,1,0,16,4,251,3,-1,0,0
9580,28,4,1,0,159,1,0,12,4,345,2,-1,0,0
9581,39,2,1,0,681,1,0,5,5,170,1,-1,0,0
9582,57,5,2,2,0,0,1,24,6,125,2,-1,0,0
9584,60,1,0,0,414,0,0,4,1,147,1,-1,0,0
9585,38,0,2,1,151,1,0,17,6,50,1,-1,0,0
9586,26,9,1,0,2572,1,0,5,4,620,1,-1,0,0
9587,32,1,0,0,320,1,0,6,4,198,2,-1,0,0
9588,35,0,1,1,304,1,0,19,10,274,2,-1,0,0
9589,30,0,1,0,1299,0,0,14,7,515,2,-1,0,0
9590,37,1,0,0,740,1,0,7,4,434,3,342,2,0
9591,36,1,0,0,537,0,1,7,6,206,6,-1,0,0
9592,34,3,1,0,1581,1,1,20,4,52,11,-1,0,0
9593,28,1,0,0,708,1,0,6,5,339,5,-1,0,0
9594,37,1,0,2,178,1,1,9,5,72,1,-1,0,0
9595,31,4,1,0,671,1,0,7,4,193,3,-1,0,0
9596,34,1,0,2,3,1,0,8,4,26,1,-1,0,0
9597,28,2,1,0,981,1,0,24,6,225,1,-1,0,0
9598,38,2,0,1,1042,1,0,4,1,419,2,-1,0,0
9599,80,5,0,2,1021,0,0,26,1,37,1,-1,0,0
9600,59,5,0,0,1035,1,1,5,7,223,1,-1,0,0
9601,54,0,0,1,1114,1,0,21,10,1195,2,175,1,0
9602,29,1,1,1,98,0,0,10,7,170,2,-1,0,0
9603,39,2,0,0,24,1,0,28,0,79,4,-1,0,0
9604,30,2,1,0,486,0,0,28,0,335,3,-1,0,0
9605,41,4,2,0,727,1,0,11,4,246,1,-1,0,0
9606,48,2,0,0,-205,1,1,9,6,112,1,-1,0,0
9607,26,1,0,0,895,1,0,4,1,820,3,-1,0,0
9608,55,3,0,2,319,0,0,21,10,124,3,-1,0,0
9609,36,3,1,0,206,1,0,8,4,183,1,-1,0,0
9610,31,4,0,0,-414,1,0,6,4,1369,3,-1,0,0
9611,35,1,0,2,-1489,1,1,29,4,177,1,-1,0,0
9612,30,0,0,1,0,0,0,7,7,74,1,-1,0,0
9613,26,1,1,0,249,1,0,29,0,235,3,262,5,0
9614,32,0,0,1,927,0,0,8,9,282,1,-1,0,0
9615,43,1,2,2,515,1,0,18,10,182,1,-1,0,0
9616,48,3,0,0,1060,1,0,20,3,87,2,318,3,0
9617,49,2,0,0,308,0,0,27,6,266,5,-1,0,0
9618,34,1,0,0,808,1,1,17,6,20,3,-1,0,0
9619,27,1,1,2,431,1,0,15,4,286,2,-1,0,0
9620,31,3,1,0,396,1,0,19,4,104,1,-1,0,0
9621,35,2,1,0,-89,1,0,15,4,75,1,368,1,0
9622,40,3,0,0,-253,1,0,9,6,177,1,-1,0,0
9623,39,4,0,0,0,1,0,20,4,793,2,-1,0,0
9625,40,4,0,0,695,1,0,11,4,270,1,348,10,0
9626,25,3,1,1,1141,1,0,5,4,718,1,347,1,0
9627,38,2,2,1,791,1,0,26,4,89,2,-1,0,0
9628,62,1,0,2,1381,0,0,19,9,1020,1,-1,0,0
9629,27,4,0,0,0,1,0,23,6,198,13,-1,0,0
9630,40,2,0,0,-28,1,1,30,4,289,2,-1,0,0
9631,56,0,0,1,412,0,0,20,10,179,6,-1,0,0
9632,33,0,0,1,310,0,0,29,7,179,2,-1,0,0
9633,52,1,0,0,1319,0,0,30,3,37,2,-1,0,0
9634,33,1,0,0,0,1,1,28,6,83,12,-1,0,0
9635,38,4,0,0,-314,1,0,28,4,66,2,-1,0,0
9636,27,4,0,0,511,1,0,30,5,85,5,-1,0,0
9637,54,5,0,0,-152,1,1,26,4,14,11,-1,0,0
9638,35,3,0,0,907,0,1,2,6,97,4,-1,0,0
9639,41,1,1,2,22,1,0,14,4,152,1,-1,0,0
9640,28,1,1,0,0,0,1,31,6,11,21,-1,0,0
9641,55,0,2,1,8044,1,0,11,4,175,5,333,19,0
9642,56,3,1,0,1854,1,0,7,4,45,1,342,2,0
9643,33,1,1,0,1794,1,0,12,4,360,1,173,1,0
9644,42,2,0,0,2,0,0,29,4,249,2,-1,0,0
9646,35,2,1,0,144,0,0,22,6,163,2,-1,0,0
9647,46,2,2,0,1,1,1,26,4,200,3,-1,0,0
9648,31,6,1,0,762,0,0,11,7,312,3,-1,0,0
9649,48,6,0,1,16,1,1,18,10,214,1,-1,0,0
9650,38,2,0,0,20,0,0,2,1,147,1,-1,0,0
9651,47,4,0,0,2070,1,1,26,4,136,1,-1,0,0
9652,48,0,0,1,308,1,0,14,6,125,5,-1,0,0
9654,30,3,0,0,39,1,0,28,6,101,3,-1,0,0
9655,39,1,0,2,332,1,0,8,4,277,3,-1,0,0
9656,31,0,1,1,713,0,0,28,7,162,1,-1,0,0
9657,44,1,0,0,2885,1,0,30,4,63,3,-1,0,0
9658,38,4,0,0,968,1,0,6,3,272,1,-1,0,0
9660,42,0,0,1,687,0,0,11,7,667,2,-1,0,0
9661,33,0,0,0,333,0,0,28,7,80,6,-1,0,0
9662,55,5,0,2,1821,0,0,8,7,224,2,-1,0,0
9663,34,1,0,0,-436,1,0,26,4,317,1,-1,0,0
9665,35,2,1,0,126,0,0,22,7,112,2,-1,0,0
9666,35,2,0,0,2019,1,1,18,10,83,2,144,1,0
9667,56,5,0,0,878,0,0,20,5,123,3,-1,0,0
9668,27,0,1,1,6791,0,0,22,2,174,2,229,28,0
9669,39,6,2,0,0,1,0,23,4,210,2,-1,0,0
9670,36,3,0,0,110,1,0,4,1,185,1,-1,0,0
9671,35,6,0,0,28,0,1,2,6,159,3,-1,0,0
9672,34,10,1,2,443,0,0,30,0,10,1,2,1,0
9673,28,7,1,2,236,0,0,6,1,460,3,-1,0,0
9674,37,2,0,0,2707,1,0,16,6,109,1,-1,0,0
9675,57,2,0,0,1753,1,0,7,4,539,1,-1,0,0
9676,34,4,0,0,1182,1,0,28,4,124,1,-1,0,0
9677,38,0,1,1,427,1,0,18,10,253,1,182,1,0
9678,48,2,0,2,788,0,0,9,6,36,2,-1,0,0
9679,35,3,0,0,0,0,0,7,6,78,11,-1,0,0
9680,40,1,0,2,-509,1,0,23,4,298,1,-1,0,0
9681,48,4,2,2,-110,0,1,19,5,164,2,-1,0,0
9682,54,1,0,2,244,1,0,29,6,337,2,-1,0,0
9683,49,4,2,0,933,0,1,29,6,92,33,-1,0,0
9684,38,2,0,1,940,0,0,12,7,191,7,-1,0,0
9685,44,8,0,1,1631,1,0,17,10,81,1,195,2,0
9686,44,7,0,0,-505,1,0,3,5,113,11,-1,0,0
